Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,b_start_str,b_end_str,Timing,Timing_str,Month Start,Month1,Month End,Month2,Start Month Days,End Month Days
Northern Venture,12,12,Firm,LaFarge,May,2.48,2.48,2024-05-02 18:25:55.122,2024-05-05 05:59:44.857,1,1,"LaFarge,Aggregates,Manitoulin,Sarnia",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Sarnia,,,,Manitoulin__-Sarnia___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Sarnia___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",5.76,0,0,0,1500,-750,1222.272,5.92,0,0,0,1551,-775.5,,1256.2240000000002,0.6799999932,Tonnage-based,1.13,0,,,,NO,89392.0,0.0,0.0,89392.0,20240502182555,20240505055944,20240502182555.20240505055944,20240502182555.20240505055944,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,2.481825636574074
Northern Venture,13,13,Firm,Tomlinson,May,2.72,2.72,2024-05-05 05:59:44.857,2024-05-07 23:16:37.183,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240505055944,20240507231637,20240505055944.20240507231637,20240505055944.20240507231637,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,2.7200500694444445
Northern Venture,14,14,Firm,Tomlinson,May,2.9,2.9,2024-05-07 23:16:37.183,2024-05-10 20:46:40.069,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240507231637,20240510204640,20240507231637.20240510204640,20240507231637.20240510204640,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,2.895866736111111
Northern Venture,15,15,Firm,Tomlinson,May,2.89,2.89,2024-05-10 20:46:40.069,2024-05-13 18:06:35.332,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240510204640,20240513180635,20240510204640.20240513180635,20240510204640.20240513180635,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,2.8888340625
Northern Venture,16,16,Firm,Compass,May,1.88,1.88,2024-05-13 18:06:35.332,2024-05-15 15:10:33.682,1,1,"Compass,Salt,Goderich,Thessalon",Salt,15000.0,15000.0,"Northern Venture,Compass,Salt,Goderich,Thessalon",Northern Venture,Compass,Salt,COA,Goderich,,,Thessalon,,,,Goderich__-Thessalon___,Northern Venture*Compass*Salt*Goderich__-Thessalon___,"Northern Venture,Compass,Salt,Goderich,Thessalon",6.82,0,0,0,1500,-750,1278.75,6.99,0,0,0,1551,-775.5,,1310.625,1,Tonnage-based,1.75,0,,,,YES,104850.0,0.0,0.0,104850.0,20240513180635,20240515151033,20240513180635.20240515151033,20240513180635.20240515151033,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,1.8777586805555557
Northern Venture,17,17,Firm,Tomlinson,May,1.85,1.85,2024-05-15 15:10:33.682,2024-05-17 11:34:55.359,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240515151033,20240517113455,20240515151033.20240517113455,20240515151033.20240517113455,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,1.8502508912037037
Northern Venture,18,18,Firm,LaFarge,May,3.19,3.19,2024-05-17 11:34:55.359,2024-05-20 16:07:09.536,1,1,"LaFarge,Aggregates,Manitoulin,Cleveland",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Cleveland,,,,Manitoulin__-Cleveland___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Cleveland___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",10.11,0,0,0,1500,-750,1845.075,11.2,0,0,0,1551,-775.5,,2044,0.6799999932,Tonnage-based,2.07,0,,,,NO,169120.0,0.0,0.0,169120.0,20240517113455,20240520160709,20240517113455.20240520160709,20240517113455.20240520160709,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,3.1890529745370375
Northern Venture,19,19,Firm,Windsor Salt,May,2.72,2.72,2024-05-20 16:07:09.536,2024-05-23 09:29:26.581,1,1,"Windsor Salt,Salt,Fairport,Fisher Harbour",Salt,13000.0,13000.0,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",Northern Venture,Windsor Salt,Salt,COA,Fairport,,,Fisher Harbour,,,,Fairport__-Fisher Harbour___,Northern Venture*Windsor Salt*Salt*Fairport__-Fisher Harbour___,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",10.06,0,0,0,1500,-750,1936.5500000000002,10.3,0,0,0,1545,-772.5,,1982.75,1.00299998997,Tonnage-based,2.38,0,,,,NO,133900.0,0.0,0.0,133900.0,20240520160709,20240523092926,20240520160709.20240523092926,20240520160709.20240523092926,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,2.7238083912037037
Northern Venture,20,20,Firm,Tomlinson,May,2.28,2.28,2024-05-23 09:29:26.581,2024-05-25 16:11:47.151,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240523092926,20240525161147,20240523092926.20240525161147,20240523092926.20240525161147,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,2.2794047453703703
Northern Venture,21,21,Firm,LaFarge,May,2.58,2.58,2024-05-25 16:11:47.151,2024-05-28 06:04:30.440,1,1,"LaFarge,Aggregates,Manitoulin,Sarnia",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Sarnia,,,,Manitoulin__-Sarnia___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Sarnia___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",5.76,0,0,0,1500,-750,1222.272,5.92,0,0,0,1551,-775.5,,1256.2240000000002,0.6799999932,Tonnage-based,1.13,0,,,,NO,89392.0,0.0,0.0,89392.0,20240525161147,20240528060430,20240525161147.20240528060430,20240525161147.20240528060430,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,2.5782788078703702
Northern Venture,22,22,Firm,Tomlinson,May,2.63,2.63,2024-05-28 06:04:30.440,2024-05-30 21:12:36.833,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240528060430,20240530211236,20240528060430.20240530211236,20240528060430.20240530211236,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,2.630629548611111
Northern Venture,23,23,Firm,Tomlinson,Jun,1.77,2.89,2024-05-30 21:12:36.833,2024-06-02 18:32:32.097,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240530211236,20240602183232,20240530211236.20240602183232,20240530211236.20240602183232,2024-06-01,6,2024-05-31 23:59:59.999999999,5,1.12,1.77
Northern Venture,24,24,Firm,Tomlinson,Jun,2.77,2.77,2024-06-02 18:32:32.097,2024-06-05 12:56:25.211,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240602183232,20240605125625,20240602183232.20240605125625,20240602183232.20240605125625,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,2.7665869675925925
Northern Venture,25,25,Firm,Tomlinson,Jun,2.67,2.67,2024-06-05 12:56:25.211,2024-06-08 05:07:36.804,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240605125625,20240608050736,20240605125625.20240608050736,20240605125625.20240608050736,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,2.674439733796296
Northern Venture,26,26,Firm,LaFarge,Jun,2.37,2.37,2024-06-08 05:07:36.804,2024-06-10 14:01:53.783,1,1,"LaFarge,Aggregates,Manitoulin,Sarnia",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Sarnia,,,,Manitoulin__-Sarnia___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Sarnia___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",5.76,0,0,0,1500,-750,1222.272,5.92,0,0,0,1551,-775.5,,1256.2240000000002,0.6799999932,Tonnage-based,1.13,0,,,,NO,89392.0,0.0,0.0,89392.0,20240608050736,20240610140153,20240608050736.20240610140153,20240608050736.20240610140153,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,2.3710298495370368
Northern Venture,27,27,Firm,Tomlinson,Jun,2.6,2.6,2024-06-10 14:01:53.783,2024-06-13 04:23:54.487,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240610140153,20240613042354,20240610140153.20240613042354,20240610140153.20240613042354,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,2.598619259259259
Northern Venture,28,28,Firm,Tomlinson,Jun,2.77,2.77,2024-06-13 04:23:54.487,2024-06-15 22:47:47.601,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240613042354,20240615224747,20240613042354.20240615224747,20240613042354.20240615224747,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,2.7665869675925925
Northern Venture,29,29,Firm,Tomlinson,Jun,2.76,2.76,2024-06-15 22:47:47.601,2024-06-18 17:02:00.219,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240615224747,20240618170200,20240615224747.20240618170200,20240615224747.20240618170200,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,2.759868263888889
Northern Venture,30,30,Firm,Compass,Jun,1.33,1.33,2024-06-18 17:02:00.219,2024-06-20 00:59:04.865,1,1,"Compass,Salt,Goderich,Alpena",Salt,8800.0,8800.0,"Northern Venture,Compass,Salt,Goderich,Alpena",Northern Venture,Compass,Salt,COA,Goderich,,,Alpena,,,,Goderich__-Alpena___,Northern Venture*Compass*Salt*Goderich__-Alpena___,"Northern Venture,Compass,Salt,Goderich,Alpena",7.56,0,0,0,1500,-750,831.6,7.76,0,0,0,1551,-775.5,,853.6,1,Tonnage-based,1.92,0,,,,YES,68288.0,0.0,0.0,68288.0,20240618170200,20240620005904,20240618170200.20240620005904,20240618170200.20240620005904,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,1.331303773148148
Northern Venture,31,31,Firm,Tomlinson,Jun,2.08,2.08,2024-06-20 00:59:04.865,2024-06-22 02:56:27.940,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240620005904,20240622025627,20240620005904.20240622025627,20240620005904.20240622025627,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,2.0815170717592593
Northern Venture,32,32,Firm,LaFarge,Jun,3.05,3.05,2024-06-22 02:56:27.940,2024-06-25 04:03:41.484,1,1,"LaFarge,Aggregates,Manitoulin,Cleveland",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Cleveland,,,,Manitoulin__-Cleveland___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Cleveland___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Cleveland",10.11,0,0,0,1500,-750,1845.075,11.2,0,0,0,1551,-775.5,,2044,0.6799999932,Tonnage-based,2.07,0,,,,NO,169120.0,0.0,0.0,169120.0,20240622025627,20240625040341,20240622025627.20240625040341,20240622025627.20240625040341,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,3.046684537037037
Northern Venture,33,33,Firm,Windsor Salt,Jun,2.6,2.6,2024-06-25 04:03:41.484,2024-06-27 18:30:52.412,1,1,"Windsor Salt,Salt,Fairport,Fisher Harbour",Salt,13000.0,13000.0,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",Northern Venture,Windsor Salt,Salt,COA,Fairport,,,Fisher Harbour,,,,Fairport__-Fisher Harbour___,Northern Venture*Windsor Salt*Salt*Fairport__-Fisher Harbour___,"Northern Venture,Windsor Salt,Salt,Fairport,Fisher Harbour",10.06,0,0,0,1500,-750,1936.5500000000002,10.3,0,0,0,1545,-772.5,,1982.75,1.00299998997,Tonnage-based,2.38,0,,,,NO,133900.0,0.0,0.0,133900.0,20240625040341,20240627183052,20240625040341.20240627183052,20240625040341.20240627183052,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,2.602209814814815
Northern Venture,34,34,Firm,Tomlinson,Jun,2.18,2.18,2024-06-27 18:30:52.412,2024-06-29 22:46:40.991,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240627183052,20240629224640,20240627183052.20240629224640,20240627183052.20240629224640,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,2.177645590277778
Northern Venture,35,35,Firm,Compass,Jun,1.05,1.79,2024-06-29 22:46:40.991,2024-07-01 17:49:56.557,1,1,"Compass,Salt,Goderich,Thessalon",Salt,15000.0,15000.0,"Northern Venture,Compass,Salt,Goderich,Thessalon",Northern Venture,Compass,Salt,COA,Goderich,,,Thessalon,,,,Goderich__-Thessalon___,Northern Venture*Compass*Salt*Goderich__-Thessalon___,"Northern Venture,Compass,Salt,Goderich,Thessalon",6.82,0,0,0,1500,-750,1278.75,6.99,0,0,0,1551,-775.5,,1310.625,1,Tonnage-based,1.75,0,,,,YES,104850.0,0.0,0.0,104850.0,20240629224640,20240701174956,20240629224640.20240701174956,20240629224640.20240701174956,2024-07-01,7,2024-06-30 23:59:59.999999999,6,1.05,0.74
Northern Venture,36,36,Firm,Tomlinson,Jul,1.77,1.77,2024-07-01 17:49:56.557,2024-07-03 12:15:21.552,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240701174956,20240703121521,20240701174956.20240703121521,20240701174956.20240703121521,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,1.7676504050925925
Northern Venture,37,37,Firm,Tomlinson,Jul,2.76,2.76,2024-07-03 12:15:21.552,2024-07-06 06:29:34.170,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240703121521,20240706062934,20240703121521.20240706062934,20240703121521.20240706062934,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,2.759868263888889
Northern Venture,38,38,Firm,Tomlinson,Jul,2.77,2.77,2024-07-06 06:29:34.170,2024-07-09 00:53:27.284,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240706062934,20240709005327,20240706062934.20240709005327,20240706062934.20240709005327,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,2.7665869675925925
Northern Venture,39,39,Firm,Tomlinson,Jul,2.67,2.67,2024-07-09 00:53:27.284,2024-07-11 17:04:38.877,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240709005327,20240711170438,20240709005327.20240711170438,20240709005327.20240711170438,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,2.674439733796296
Northern Venture,40,40,Firm,LaFarge,Jul,2.37,2.37,2024-07-11 17:04:38.877,2024-07-14 01:58:55.855,1,1,"LaFarge,Aggregates,Manitoulin,Sarnia",Aggregates,15100.0,15100.0,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Manitoulin,,,Sarnia,,,,Manitoulin__-Sarnia___,Northern Venture*LaFarge*Aggregates*Manitoulin__-Sarnia___,"Northern Venture,LaFarge,Aggregates,Manitoulin,Sarnia",5.76,0,0,0,1500,-750,1222.272,5.92,0,0,0,1551,-775.5,,1256.2240000000002,0.6799999932,Tonnage-based,1.13,0,,,,NO,89392.0,0.0,0.0,89392.0,20240711170438,20240714015855,20240711170438.20240714015855,20240711170438.20240714015855,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,2.371029837962963
Northern Venture,41,41,Firm,Tomlinson,Jul,2.6,2.6,2024-07-14 01:58:55.855,2024-07-16 16:20:56.560,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,139624.76,0.0,0.0,139624.76,20240714015855,20240716162056,20240714015855.20240716162056,20240714015855.20240716162056,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,2.5986192708333333
Northern Venture,42,42,Firm,Tomlinson,Jul,2.77,2.77,2024-07-16 16:20:56.560,2024-07-19 10:44:49.674,1,1,"Tomlinson,Stone,Bruce Mines,Muskegon",Stone,15653.0,15653.0,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Muskegon,,,,Bruce Mines__-Muskegon___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Muskegon___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Muskegon",7.99,0,0,0,1500,-750,1563.3433750000002,8.73,0,0,0,1552.5,-776.25,,1708.1336250000002,1,Tonnage-based,2.31,0,,,,YES,136650.69,0.0,0.0,136650.69,20240716162056,20240719104449,20240716162056.20240719104449,20240716162056.20240719104449,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,2.7665869675925925
